undergradStatus,entryStatus,gender,raceEthnicity,year,count
U,New Freshmen,Female,Chicano/Latino,1992,1301
U,New Freshmen,Female,Chicano/Latino,1993,1269
U,New Freshmen,Female,Chicano/Latino,1994,1205
U,New Freshmen,Female,Chicano/Latino,1995,1238
U,New Freshmen,Female,Chicano/Latino,1996,1264
U,New Freshmen,Female,Chicano/Latino,1997,1270
U,New Freshmen,Female,Chicano/Latino,1998,1132
U,New Freshmen,Female,Chicano/Latino,1999,1059
U,New Freshmen,Female,Chicano/Latino,2000,988
U,New Freshmen,Female,Chicano/Latino,2001,956
U,New Freshmen,Female,Chicano/Latino,2002,1025
U,New Freshmen,Female,Chicano/Latino,2003,1065
U,New Freshmen,Female,Chicano/Latino,2004,1056
U,New Freshmen,Female,Chicano/Latino,2005,1123
U,New Freshmen,Female,Chicano/Latino,2006,1172
U,New Freshmen,Female,Chicano/Latino,2007,1238
U,New Freshmen,Female,Chicano/Latino,2008,1307
U,New Freshmen,Female,Chicano/Latino,2009,1374
U,New Freshmen,Female,Chicano/Latino,2010,1347
U,New Freshmen,Female,Chicano/Latino,2011,1368
U,New Freshmen,Female,Chicano/Latino,2012,1427
U,New Freshmen,Female,Chicano/Latino,2013,1462
U,New Freshmen,Female,Decline to State,1983,18
U,New Freshmen,Female,Decline to State,1984,27
U,New Freshmen,Female,Decline to State,1985,94
U,New Freshmen,Female,Decline to State,1986,140
U,New Freshmen,Female,Decline to State,1987,175
U,New Freshmen,Female,Decline to State,1988,231
U,New Freshmen,Female,Decline to State,1989,253
U,New Freshmen,Female,Decline to State,1990,270
U,New Freshmen,Female,Decline to State,1991,332
U,New Freshmen,Female,Decline to State,1992,381
U,New Freshmen,Female,Decline to State,1993,402
U,New Freshmen,Female,Decline to State,1994,396
U,New Freshmen,Female,Decline to State,1995,389
U,New Freshmen,Female,Decline to State,1996,407
U,New Freshmen,Female,Decline to State,1997,409
U,New Freshmen,Female,Decline to State,1998,622
U,New Freshmen,Female,Decline to State,1999,723
U,New Freshmen,Female,Decline to State,2000,801
U,New Freshmen,Female,Decline to State,2001,903
U,New Freshmen,Female,Decline to State,2002,863
U,New Freshmen,Female,Decline to State,2003,833
U,New Freshmen,Female,Decline to State,2004,815
U,New Freshmen,Female,Decline to State,2005,758
U,New Freshmen,Female,Decline to State,2006,727
U,New Freshmen,Female,Decline to State,2007,674
U,New Freshmen,Female,Decline to State,2008,627
U,New Freshmen,Female,Decline to State,2009,633
U,New Freshmen,Female,Decline to State,2010,619
U,New Freshmen,Female,Decline to State,2011,619
U,New Freshmen,Female,Decline to State,2012,511
U,New Freshmen,Female,Decline to State,2013,433
U,New Freshmen,Female,International,1983,34
U,New Freshmen,Female,International,1984,69
U,New Freshmen,Female,International,1985,90
U,New Freshmen,Female,International,1986,108
U,New Freshmen,Female,International,1987,125
U,New Freshmen,Female,International,1988,127
U,New Freshmen,Female,International,1989,120
U,New Freshmen,Female,International,1990,114
U,New Freshmen,Female,International,1991,114
U,New Freshmen,Female,International,1992,129
U,New Freshmen,Female,International,1993,125
U,New Freshmen,Female,International,1994,120
U,New Freshmen,Female,International,1995,123
U,New Freshmen,Female,International,1996,137
U,New Freshmen,Female,International,1997,133
U,New Freshmen,Female,International,1998,134
U,New Freshmen,Female,International,1999,133
U,New Freshmen,Female,International,2000,143
U,New Freshmen,Female,International,2001,131
U,New Freshmen,Female,International,2002,122
U,New Freshmen,Female,International,2003,118
U,New Freshmen,Female,International,2004,125
U,New Freshmen,Female,International,2005,129
U,New Freshmen,Female,International,2006,133
U,New Freshmen,Female,International,2007,158
U,New Freshmen,Female,International,2008,269
U,New Freshmen,Female,International,2009,380
U,New Freshmen,Female,International,2010,545
U,New Freshmen,Female,International,2011,731
U,New Freshmen,Female,International,2012,868
U,New Freshmen,Female,International,2013,1116
U,New Freshmen,Female,Native American,1983,5
U,New Freshmen,Female,Native American,1984,16
U,New Freshmen,Female,Native American,1985,23
U,New Freshmen,Female,Native American,1986,38
U,New Freshmen,Female,Native American,1987,79
U,New Freshmen,Female,Native American,1988,96
U,New Freshmen,Female,Native American,1989,102
U,New Freshmen,Female,Native American,1990,105
U,New Freshmen,Female,Native American,1991,109
U,New Freshmen,Female,Native American,1992,88
U,New Freshmen,Female,Native American,1993,77
U,New Freshmen,Female,Native American,1994,75
U,New Freshmen,Female,Native American,1995,85
U,New Freshmen,Female,Native American,1996,92
U,New Freshmen,Female,Native American,1997,98
U,New Freshmen,Female,Native American,1998,91
U,New Freshmen,Female,Native American,1999,89
U,New Freshmen,Female,Native American,2000,59
U,New Freshmen,Female,Native American,2001,64
U,New Freshmen,Female,Native American,2002,64
U,New Freshmen,Female,Native American,2003,53
U,New Freshmen,Female,Native American,2004,59
U,New Freshmen,Female,Native American,2005,51
U,New Freshmen,Female,Native American,2006,44
U,New Freshmen,Female,Native American,2007,49
U,New Freshmen,Female,Native American,2008,46
U,New Freshmen,Female,Native American,2009,47
U,New Freshmen,Female,Native American,2010,54
U,New Freshmen,Female,Native American,2011,66
U,New Freshmen,Female,Native American,2012,77
U,New Freshmen,Female,Native American,2013,71
U,New Freshmen,Female,Other,1983,39
U,New Freshmen,Female,Other,1984,60
U,New Freshmen,Female,Other,1985,96
U,New Freshmen,Female,Other,1986,124
U,New Freshmen,Female,Other,1987,105
U,New Freshmen,Female,Other,1988,89
U,New Freshmen,Female,Other,1989,68
U,New Freshmen,Female,Other,1990,49
U,New Freshmen,Female,Other,1991,55
U,New Freshmen,Female,Other,1992,79
U,New Freshmen,Female,Other,1993,88
U,New Freshmen,Female,Other,1994,93
U,New Freshmen,Female,Other,1995,108
U,New Freshmen,Female,Other,1996,105
U,New Freshmen,Female,Other,1997,132
U,New Freshmen,Female,Other,1998,134
U,New Freshmen,Female,Other,1999,146
U,New Freshmen,Female,Other,2000,154
U,New Freshmen,Female,Other,2001,139
U,New Freshmen,Female,Other,2002,144
U,New Freshmen,Female,Other,2003,134
U,New Freshmen,Female,Other,2004,162
U,New Freshmen,Female,Other,2005,153
U,New Freshmen,Female,Other,2006,151
U,New Freshmen,Female,Other,2007,158
U,New Freshmen,Female,Other,2008,153
U,New Freshmen,Female,Other,2009,152
U,New Freshmen,Female,Other,2010,114
U,New Freshmen,Female,Pacific Islander,1983,5
U,New Freshmen,Female,Pacific Islander,1984,3
U,New Freshmen,Female,Pacific Islander,1985,4
U,New Freshmen,Female,Pacific Islander,1986,5
U,New Freshmen,Female,Pacific Islander,1987,7
U,New Freshmen,Female,Pacific Islander,1988,5
U,New Freshmen,Female,Pacific Islander,1989,5
U,New Freshmen,Female,Pacific Islander,1990,9
U,New Freshmen,Female,Pacific Islander,1991,9
U,New Freshmen,Female,Pacific Islander,1992,19
U,New Freshmen,Female,Pacific Islander,1993,27
U,New Freshmen,Female,Pacific Islander,1994,31
U,New Freshmen,Female,Pacific Islander,1995,30
U,New Freshmen,Female,Pacific Islander,1996,25
U,New Freshmen,Female,Pacific Islander,1997,25
U,New Freshmen,Female,Pacific Islander,1998,19
U,New Freshmen,Female,Pacific Islander,1999,25
U,New Freshmen,Female,Pacific Islander,2000,33
U,New Freshmen,Female,Pacific Islander,2001,35
U,New Freshmen,Female,Pacific Islander,2002,25
U,New Freshmen,Female,Pacific Islander,2003,31
U,New Freshmen,Female,Pacific Islander,2004,30
U,New Freshmen,Female,Pacific Islander,2005,31
U,New Freshmen,Female,Pacific Islander,2006,31
U,New Freshmen,Female,Pacific Islander,2007,33
U,New Freshmen,Female,Pacific Islander,2008,27
U,New Freshmen,Female,Pacific Islander,2009,25
U,New Freshmen,Female,Pacific Islander,2010,25
U,New Freshmen,Female,Pacific Islander,2011,17
U,New Freshmen,Female,Pacific Islander,2012,14
U,New Freshmen,Female,Pacific Islander,2013,17
U,New Freshmen,Female,White,1983,1024
U,New Freshmen,Female,White,1984,1949
U,New Freshmen,Female,White,1985,2557
U,New Freshmen,Female,White,1986,2967
U,New Freshmen,Female,White,1987,2932
U,New Freshmen,Female,White,1988,2678
U,New Freshmen,Female,White,1989,2408
U,New Freshmen,Female,White,1990,2159
U,New Freshmen,Female,White,1991,2068
U,New Freshmen,Female,White,1992,2034
U,New Freshmen,Female,White,1993,2021
U,New Freshmen,Female,White,1994,1990
U,New Freshmen,Female,White,1995,2008
U,New Freshmen,Female,White,1996,2060
U,New Freshmen,Female,White,1997,2171
U,New Freshmen,Female,White,1998,2313
U,New Freshmen,Female,White,1999,2458
U,New Freshmen,Female,White,2000,2486
U,New Freshmen,Female,White,2001,2621
U,New Freshmen,Female,White,2002,2745
U,New Freshmen,Female,White,2003,2678
U,New Freshmen,Female,White,2004,2714
U,New Freshmen,Female,White,2005,2841
U,New Freshmen,Female,White,2006,2956
U,New Freshmen,Female,White,2007,3070
U,New Freshmen,Female,White,2008,3059
U,New Freshmen,Female,White,2009,3040
U,New Freshmen,Female,White,2010,3055
U,New Freshmen,Female,White,2011,3043
U,New Freshmen,Female,White,2012,2893
U,New Freshmen,Female,White,2013,2751
U,New Freshmen,Male,African American,1983,108
U,New Freshmen,Male,African American,1984,220
U,New Freshmen,Male,African American,1985,297
U,New Freshmen,Male,African American,1986,331
U,New Freshmen,Male,African American,1987,461
U,New Freshmen,Male,African American,1988,478
U,New Freshmen,Male,African American,1989,482
U,New Freshmen,Male,African American,1990,412
U,New Freshmen,Male,African American,1991,418
U,New Freshmen,Male,African American,1992,378
U,New Freshmen,Male,African American,1993,361
U,New Freshmen,Male,African American,1994,341
U,New Freshmen,Male,African American,1995,357
U,New Freshmen,Male,African American,1996,349
U,New Freshmen,Male,African American,1997,357
U,New Freshmen,Male,African American,1998,343
U,New Freshmen,Male,African American,1999,310
U,New Freshmen,Male,African American,2000,275
U,New Freshmen,Male,African American,2001,249
U,New Freshmen,Male,African American,2002,250
U,New Freshmen,Male,African American,2003,251
U,New Freshmen,Male,African American,2004,232
U,New Freshmen,Male,African American,2005,219
U,New Freshmen,Male,African American,2006,215
U,New Freshmen,Male,African American,2007,209
U,New Freshmen,Male,African American,2008,227
U,New Freshmen,Male,African American,2009,226
U,New Freshmen,Male,African American,2010,222
U,New Freshmen,Male,African American,2011,222
U,New Freshmen,Male,African American,2012,232
U,New Freshmen,Male,African American,2013,234
U,New Freshmen,Male,Asian,1983,599
U,New Freshmen,Male,Asian,1984,1055
U,New Freshmen,Male,Asian,1985,1470
U,New Freshmen,Male,Asian,1986,1820
U,New Freshmen,Male,Asian,1987,2043
U,New Freshmen,Male,Asian,1988,2165
U,New Freshmen,Male,Asian,1989,2316
U,New Freshmen,Male,Asian,1990,2440
U,New Freshmen,Male,Asian,1991,2732
U,New Freshmen,Male,Asian,1992,3042
U,New Freshmen,Male,Asian,1993,3325
U,New Freshmen,Male,Asian,1994,3491
U,New Freshmen,Male,Asian,1995,3538
U,New Freshmen,Male,Asian,1996,3556
U,New Freshmen,Male,Asian,1997,3614
U,New Freshmen,Male,Asian,1998,3655
U,New Freshmen,Male,Asian,1999,3675
U,New Freshmen,Male,Asian,2000,3637
U,New Freshmen,Male,Asian,2001,3606
U,New Freshmen,Male,Asian,2002,3714
U,New Freshmen,Male,Asian,2003,3561
U,New Freshmen,Male,Asian,2004,3561
U,New Freshmen,Male,Asian,2005,3755
U,New Freshmen,Male,Asian,2006,3839
U,New Freshmen,Male,Asian,2007,4035
U,New Freshmen,Male,Asian,2008,4136
U,New Freshmen,Male,Asian,2009,4074
U,New Freshmen,Male,Asian,2010,3945
U,New Freshmen,Male,Asian,2011,3970
U,New Freshmen,Male,Asian,2012,4076
U,New Freshmen,Male,Asian,2013,4104
U,New Freshmen,Male,Chicano/Latino,1983,137
U,New Freshmen,Male,Chicano/Latino,1984,300
U,New Freshmen,Male,Chicano/Latino,1985,451
U,New Freshmen,Male,Chicano/Latino,1986,540
U,New Freshmen,Male,Chicano/Latino,1987,753
U,New Freshmen,Male,Chicano/Latino,1988,889
U,New Freshmen,Male,Chicano/Latino,1989,995
U,New Freshmen,Male,Chicano/Latino,1990,1070
U,New Freshmen,Male,Chicano/Latino,1991,1127
U,New Freshmen,Male,Chicano/Latino,1992,1126
U,New Freshmen,Male,Chicano/Latino,1993,1071
U,New Freshmen,Male,Chicano/Latino,1994,992
U,New Freshmen,Male,Chicano/Latino,1995,1012
U,New Freshmen,Male,Chicano/Latino,1996,959
U,New Freshmen,Male,Chicano/Latino,1997,929
U,New Freshmen,Male,Chicano/Latino,1998,873
U,New Freshmen,Male,Chicano/Latino,1999,833
U,New Freshmen,Male,Chicano/Latino,2000,768
U,New Freshmen,Male,Chicano/Latino,2001,767
U,New Freshmen,Male,Chicano/Latino,2002,784
U,New Freshmen,Male,Chicano/Latino,2003,804
U,New Freshmen,Male,Chicano/Latino,2004,788
U,New Freshmen,Male,Chicano/Latino,2005,795
U,New Freshmen,Male,Chicano/Latino,2006,794
U,New Freshmen,Male,Chicano/Latino,2007,862
U,New Freshmen,Male,Chicano/Latino,2008,867
U,New Freshmen,Male,Chicano/Latino,2009,896
U,New Freshmen,Male,Chicano/Latino,2010,867
U,New Freshmen,Male,Chicano/Latino,2011,876
U,New Freshmen,Male,Chicano/Latino,2012,882
U,New Freshmen,Male,Chicano/Latino,2013,921
U,New Freshmen,Male,Decline to State,1983,20
U,New Freshmen,Male,Decline to State,1984,49
U,New Freshmen,Male,Decline to State,1985,132
U,New Freshmen,Male,Decline to State,1986,220
U,New Freshmen,Male,Decline to State,1987,263
U,New Freshmen,Male,Decline to State,1988,339
U,New Freshmen,Male,Decline to State,1989,385
U,New Freshmen,Male,Decline to State,1990,422
U,New Freshmen,Male,Decline to State,1991,461
U,New Freshmen,Male,Decline to State,1992,514
U,New Freshmen,Male,Decline to State,1993,527
U,New Freshmen,Male,Decline to State,1994,488
U,New Freshmen,Male,Decline to State,1995,453
U,New Freshmen,Male,Decline to State,1996,444
U,New Freshmen,Male,Decline to State,1997,437
U,New Freshmen,Male,Decline to State,1998,624
U,New Freshmen,Male,Decline to State,1999,715
U,New Freshmen,Male,Decline to State,2000,780
U,New Freshmen,Male,Decline to State,2001,877
U,New Freshmen,Male,Decline to State,2002,814
U,New Freshmen,Male,Decline to State,2003,742
U,New Freshmen,Male,Decline to State,2004,703
U,New Freshmen,Male,Decline to State,2005,630
U,New Freshmen,Male,Decline to State,2006,588
U,New Freshmen,Male,Decline to State,2007,551
U,New Freshmen,Male,Decline to State,2008,535
U,New Freshmen,Male,Decline to State,2009,510
U,New Freshmen,Male,Decline to State,2010,504
U,New Freshmen,Male,Decline to State,2011,499
U,New Freshmen,Male,Decline to State,2012,427
U,New Freshmen,Male,Decline to State,2013,369
U,New Freshmen,Male,International,1983,45
U,New Freshmen,Male,International,1984,100
U,New Freshmen,Male,International,1985,131
U,New Freshmen,Male,International,1986,167
U,New Freshmen,Male,International,1987,195
U,New Freshmen,Male,International,1988,189
U,New Freshmen,Male,International,1989,186
U,New Freshmen,Male,International,1990,202
U,New Freshmen,Male,International,1991,213
U,New Freshmen,Male,International,1992,222
U,New Freshmen,Male,International,1993,224
U,New Freshmen,Male,International,1994,221
U,New Freshmen,Male,International,1995,210
U,New Freshmen,Male,International,1996,215
U,New Freshmen,Male,International,1997,209
U,New Freshmen,Male,International,1998,204
U,New Freshmen,Male,International,1999,195
U,New Freshmen,Male,International,2000,188
U,New Freshmen,Male,International,2001,176
U,New Freshmen,Male,International,2002,177
U,New Freshmen,Male,International,2003,178
U,New Freshmen,Male,International,2004,181
U,New Freshmen,Male,International,2005,198
U,New Freshmen,Male,International,2006,183
U,New Freshmen,Male,International,2007,184
U,New Freshmen,Male,International,2008,314
U,New Freshmen,Male,International,2009,387
U,New Freshmen,Male,International,2010,533
U,New Freshmen,Male,International,2011,751
U,New Freshmen,Male,International,2012,881
U,New Freshmen,Male,International,2013,1127
U,New Freshmen,Male,Native American,1983,14
U,New Freshmen,Male,Native American,1984,24
U,New Freshmen,Male,Native American,1985,33
U,New Freshmen,Male,Native American,1986,40
U,New Freshmen,Male,Native American,1987,63
U,New Freshmen,Male,Native American,1988,69
U,New Freshmen,Male,Native American,1989,79
U,New Freshmen,Male,Native American,1990,71
U,New Freshmen,Male,Native American,1991,70
U,New Freshmen,Male,Native American,1992,76
U,New Freshmen,Male,Native American,1993,77
U,New Freshmen,Male,Native American,1994,78
U,New Freshmen,Male,Native American,1995,95
U,New Freshmen,Male,Native American,1996,99
U,New Freshmen,Male,Native American,1997,78
U,New Freshmen,Male,Native American,1998,67
U,New Freshmen,Male,Native American,1999,54
U,New Freshmen,Male,Native American,2000,39
U,New Freshmen,Male,Native American,2001,33
U,New Freshmen,Male,Native American,2002,40
U,New Freshmen,Male,Native American,2003,35
U,New Freshmen,Male,Native American,2004,29
U,New Freshmen,Male,Native American,2005,36
U,New Freshmen,Male,Native American,2006,33
U,New Freshmen,Male,Native American,2007,33
U,New Freshmen,Male,Native American,2008,33
U,New Freshmen,Male,Native American,2009,38
U,New Freshmen,Male,Native American,2010,44
U,New Freshmen,Male,Native American,2011,49
U,New Freshmen,Male,Native American,2012,59
U,New Freshmen,Male,Native American,2013,46
U,New Freshmen,Male,Other,1983,60
U,New Freshmen,Male,Other,1984,90
U,New Freshmen,Male,Other,1985,120
U,New Freshmen,Male,Other,1986,141
U,New Freshmen,Male,Other,1987,118
U,New Freshmen,Male,Other,1988,93
U,New Freshmen,Male,Other,1989,85
U,New Freshmen,Male,Other,1990,71
U,New Freshmen,Male,Other,1991,63
U,New Freshmen,Male,Other,1992,84
U,New Freshmen,Male,Other,1993,80
U,New Freshmen,Male,Other,1994,84
U,New Freshmen,Male,Other,1995,102
U,New Freshmen,Male,Other,1996,118
U,New Freshmen,Male,Other,1997,137
U,New Freshmen,Male,Other,1998,147
U,New Freshmen,Male,Other,1999,147
U,New Freshmen,Male,Other,2000,144
U,New Freshmen,Male,Other,2001,143
U,New Freshmen,Male,Other,2002,119
U,New Freshmen,Male,Other,2003,106
U,New Freshmen,Male,Other,2004,89
U,New Freshmen,Male,Other,2005,95
U,New Freshmen,Male,Other,2006,96
U,New Freshmen,Male,Other,2007,108
U,New Freshmen,Male,Other,2008,120
U,New Freshmen,Male,Other,2009,114
U,New Freshmen,Male,Other,2010,89
U,New Freshmen,Male,Pacific Islander,1983,4
U,New Freshmen,Male,Pacific Islander,1984,5
U,New Freshmen,Male,Pacific Islander,1985,5
U,New Freshmen,Male,Pacific Islander,1986,5
U,New Freshmen,Male,Pacific Islander,1987,3
U,New Freshmen,Male,Pacific Islander,1988,4
U,New Freshmen,Male,Pacific Islander,1989,5
U,New Freshmen,Male,Pacific Islander,1990,6
U,New Freshmen,Male,Pacific Islander,1991,12
U,New Freshmen,Male,Pacific Islander,1992,13
U,New Freshmen,Male,Pacific Islander,1993,15
U,New Freshmen,Male,Pacific Islander,1994,19
U,New Freshmen,Male,Pacific Islander,1995,20
U,New Freshmen,Male,Pacific Islander,1996,27
U,New Freshmen,Male,Pacific Islander,1997,24
U,New Freshmen,Male,Pacific Islander,1998,30
U,New Freshmen,Male,Pacific Islander,1999,28
U,New Freshmen,Male,Pacific Islander,2000,28
U,New Freshmen,Male,Pacific Islander,2001,24
U,New Freshmen,Male,Pacific Islander,2002,22
U,New Freshmen,Male,Pacific Islander,2003,15
U,New Freshmen,Male,Pacific Islander,2004,20
U,New Freshmen,Male,Pacific Islander,2005,21
U,New Freshmen,Male,Pacific Islander,2006,22
U,New Freshmen,Male,Pacific Islander,2007,20
U,New Freshmen,Male,Pacific Islander,2008,21
U,New Freshmen,Male,Pacific Islander,2009,20
U,New Freshmen,Male,Pacific Islander,2010,20
U,New Freshmen,Male,Pacific Islander,2011,24
U,New Freshmen,Male,Pacific Islander,2012,25
U,New Freshmen,Male,Pacific Islander,2013,24
U,New Freshmen,Male,White,1983,1414
U,New Freshmen,Male,White,1984,2588
U,New Freshmen,Male,White,1985,3343
U,New Freshmen,Male,White,1986,3868
U,New Freshmen,Male,White,1987,3988
U,New Freshmen,Male,White,1988,3752
U,New Freshmen,Male,White,1989,3440
U,New Freshmen,Male,White,1990,3207
U,New Freshmen,Male,White,1991,3009
U,New Freshmen,Male,White,1992,2977
U,New Freshmen,Male,White,1993,2840
U,New Freshmen,Male,White,1994,2671
U,New Freshmen,Male,White,1995,2667
U,New Freshmen,Male,White,1996,2688
U,New Freshmen,Male,White,1997,2675
U,New Freshmen,Male,White,1998,2752
U,New Freshmen,Male,White,1999,2785
U,New Freshmen,Male,White,2000,2753
U,New Freshmen,Male,White,2001,2802
U,New Freshmen,Male,White,2002,2733
U,New Freshmen,Male,White,2003,2661
U,New Freshmen,Male,White,2004,2600
U,New Freshmen,Male,White,2005,2631
U,New Freshmen,Male,White,2006,2622
U,New Freshmen,Male,White,2007,2714
U,New Freshmen,Male,White,2008,2787
U,New Freshmen,Male,White,2009,2802
U,New Freshmen,Male,White,2010,2772
U,New Freshmen,Male,White,2011,2773
U,New Freshmen,Male,White,2012,2710
U,New Freshmen,Male,White,2013,2710
U,Second Bachelor,Female,African American,1985,1
U,Second Bachelor,Female,African American,1986,2
U,Second Bachelor,Female,African American,1987,3
U,Second Bachelor,Female,African American,1988,3
U,Second Bachelor,Female,African American,1989,2
U,Second Bachelor,Female,African American,1990,2
U,Second Bachelor,Female,African American,1991,2
U,Second Bachelor,Female,African American,1992,2
U,Second Bachelor,Female,African American,1993,2
U,Second Bachelor,Female,African American,1994,3
U,Second Bachelor,Female,African American,1995,1
U,Second Bachelor,Female,African American,1996,1
U,Second Bachelor,Female,African American,1997,1
U,Second Bachelor,Female,African American,1998,1
U,Second Bachelor,Female,Asian,1983,3
U,Second Bachelor,Female,Asian,1984,10
U,Second Bachelor,Female,Asian,1985,4
U,Second Bachelor,Female,Asian,1986,5
U,Second Bachelor,Female,Asian,1987,9
U,Second Bachelor,Female,Asian,1988,14
U,Second Bachelor,Female,Asian,1989,14
U,Second Bachelor,Female,Asian,1990,16
U,Second Bachelor,Female,Asian,1991,21
U,Second Bachelor,Female,Asian,1992,25
U,Second Bachelor,Female,Asian,1993,25
U,Second Bachelor,Female,Asian,1994,27
U,Second Bachelor,Female,Asian,1995,31
U,Second Bachelor,Female,Asian,1996,33
U,Second Bachelor,Female,Asian,1997,29
U,Second Bachelor,Female,Asian,1998,31
U,Second Bachelor,Female,Asian,1999,26
U,Second Bachelor,Female,Asian,2000,23
U,Second Bachelor,Female,Asian,2001,28
U,Second Bachelor,Female,Asian,2002,34
U,Second Bachelor,Female,Asian,2003,2
U,Second Bachelor,Female,Asian,2004,3
U,Second Bachelor,Female,Asian,2005,3
U,Second Bachelor,Female,Asian,2006,3
U,Second Bachelor,Female,Asian,2007,3
U,Second Bachelor,Female,Asian,2009,1
U,Second Bachelor,Female,Asian,2010,2
U,Second Bachelor,Female,Asian,2011,2
U,Second Bachelor,Female,Asian,2012,2
U,Second Bachelor,Female,Asian,2013,1
U,Second Bachelor,Female,Chicano/Latino,1984,2
U,Second Bachelor,Female,Chicano/Latino,1985,6
U,Second Bachelor,Female,Chicano/Latino,1986,6
U,Second Bachelor,Female,Chicano/Latino,1987,5
U,Second Bachelor,Female,Chicano/Latino,1988,6
U,Second Bachelor,Female,Chicano/Latino,1989,6
U,Second Bachelor,Female,Chicano/Latino,1990,4
U,Second Bachelor,Female,Chicano/Latino,1991,4
U,Second Bachelor,Female,Chicano/Latino,1992,3
U,Second Bachelor,Female,Chicano/Latino,1993,1
U,Second Bachelor,Female,Chicano/Latino,1994,1
U,Second Bachelor,Female,Chicano/Latino,1995,2
U,Second Bachelor,Female,Chicano/Latino,1996,1
U,Second Bachelor,Female,Chicano/Latino,1997,1
U,Second Bachelor,Female,Chicano/Latino,1998,2
U,Second Bachelor,Female,Chicano/Latino,1999,4
U,Second Bachelor,Female,Chicano/Latino,2000,3
U,Second Bachelor,Female,Chicano/Latino,2001,2
U,Second Bachelor,Female,Chicano/Latino,2002,4
U,Second Bachelor,Female,Decline to State,1983,10
U,Second Bachelor,Female,Decline to State,1984,9
U,Second Bachelor,Female,Decline to State,1985,15
U,Second Bachelor,Female,Decline to State,1986,16
U,Second Bachelor,Female,Decline to State,1987,16
U,Second Bachelor,Female,Decline to State,1988,12
U,Second Bachelor,Female,Decline to State,1989,13
U,Second Bachelor,Female,Decline to State,1990,21
U,Second Bachelor,Female,Decline to State,1991,21
U,Second Bachelor,Female,Decline to State,1992,13
U,Second Bachelor,Female,Decline to State,1993,7
U,Second Bachelor,Female,Decline to State,1995,4
U,Second Bachelor,Female,Decline to State,1996,7
U,Second Bachelor,Female,Decline to State,1997,5
U,Second Bachelor,Female,Decline to State,1998,5
U,Second Bachelor,Female,Decline to State,1999,6
U,Second Bachelor,Female,Decline to State,2000,5
U,Second Bachelor,Female,Decline to State,2001,7
U,Second Bachelor,Female,Decline to State,2002,7
U,Second Bachelor,Female,Decline to State,2003,2
U,Second Bachelor,Female,Decline to State,2004,1
U,Second Bachelor,Female,Decline to State,2007,1
U,Second Bachelor,Female,Decline to State,2008,1
U,Second Bachelor,Female,Decline to State,2009,1
U,Second Bachelor,Female,International,1983,1
U,Second Bachelor,Female,International,1984,1
U,Second Bachelor,Female,International,1985,1
U,Second Bachelor,Female,International,1986,7
U,Second Bachelor,Female,International,1987,2
U,Second Bachelor,Female,International,1988,3
U,Second Bachelor,Female,International,1989,1
U,Second Bachelor,Female,International,1990,1
U,Second Bachelor,Female,International,1991,2
U,Second Bachelor,Female,International,1992,4
U,Second Bachelor,Female,International,1993,2
U,Second Bachelor,Female,International,1994,2
U,Second Bachelor,Female,International,1996,2
U,Second Bachelor,Female,International,1997,3
U,Second Bachelor,Female,International,1998,2
U,Second Bachelor,Female,International,1999,1
U,Second Bachelor,Female,International,2000,2
U,Second Bachelor,Female,International,2001,3
U,Second Bachelor,Female,International,2002,3
U,Second Bachelor,Female,International,2003,1
U,Second Bachelor,Female,International,2004,2
U,Second Bachelor,Female,International,2005,1
U,Second Bachelor,Female,International,2012,1
U,Second Bachelor,Female,International,2013,2
U,Second Bachelor,Female,Native American,1991,1
U,Second Bachelor,Female,Native American,1992,1
U,Second Bachelor,Female,Other,1985,2
U,Second Bachelor,Female,Other,1986,1
U,Second Bachelor,Female,Other,1989,1
U,Second Bachelor,Female,Other,1990,1
U,Second Bachelor,Female,Other,2002,1
U,Second Bachelor,Female,Pacific Islander,1991,1
U,Second Bachelor,Female,White,1983,21
U,Second Bachelor,Female,White,1984,29
U,Second Bachelor,Female,White,1985,32
U,Second Bachelor,Female,White,1986,23
U,Second Bachelor,Female,White,1987,23
U,Second Bachelor,Female,White,1988,24
U,Second Bachelor,Female,White,1989,17
U,Second Bachelor,Female,White,1990,16
U,Second Bachelor,Female,White,1991,22
U,Second Bachelor,Female,White,1992,23
U,Second Bachelor,Female,White,1993,24
U,Second Bachelor,Female,White,1994,25
U,Second Bachelor,Female,White,1995,21
U,Second Bachelor,Female,White,1996,18
U,Second Bachelor,Female,White,1997,17
U,Second Bachelor,Female,White,1998,18
U,Second Bachelor,Female,White,1999,17
U,Second Bachelor,Female,White,2000,29
U,Second Bachelor,Female,White,2001,24
U,Second Bachelor,Female,White,2002,14
U,Second Bachelor,Female,White,2003,1
U,Second Bachelor,Female,White,2004,1
U,Second Bachelor,Male,African American,1983,3
U,Second Bachelor,Male,African American,1984,1
U,Second Bachelor,Male,African American,1985,2
U,Second Bachelor,Male,African American,1986,2
U,Second Bachelor,Male,African American,1989,1
U,Second Bachelor,Male,African American,1994,1
U,Second Bachelor,Male,African American,2000,1
U,Second Bachelor,Male,African American,2001,1
U,Second Bachelor,Male,Asian,1983,4
U,Second Bachelor,Male,Asian,1984,9
U,Second Bachelor,Male,Asian,1985,10
U,Second Bachelor,Male,Asian,1986,10
U,Second Bachelor,Male,Asian,1987,7
U,Second Bachelor,Male,Asian,1988,6
